892420643555336193 , 37768 , 8229
892177421306343426 , 32448 , 6080
891815181378084864 , 24434 , 4023
891689557279858688 , 41105 , 8383
891327558926688256 , 39309 , 9084
891087950875897856 , 19768 , 3013
890971913173991426 , 11555 , 1991
890729181411237888 , 63712 , 18284
890609185150312448 , 27156 , 4138
890240255349198849 , 31143 , 7150
890006608113172480 , 29938 , 7109
889880896479866881 , 27146 , 4822
889665388333682689 , 46923 , 9731
889638837579907072 , 26471 , 4390
889531135344209921 , 14758 , 2183
889278841981685760 , 24634 , 5206
888917238123831296 , 28421 , 4367
888804989199671297 , 24947 , 4149
888554962724278272 , 19347 , 3428
888078434458587136 , 21232 , 3385
887705289381826560 , 29468 , 5220
887517139158093824 , 45149 , 11346
887473957103951883 , 67307 , 17617
887343217045368832 , 32863 , 10111
887101392804085760 , 29836 , 5782
886983233522544640 , 34282 , 7532
886736880519319552 , 11764 , 3171
886680336477933568 , 21904 , 4326
886366144734445568 , 20673 , 3104
886267009285017600 , 116 , 4
886258384151887873 , 27316 , 6108
886054160059072513 , 0 , 104
885984800019947520 , 31831 , 6560
885528943205470208 , 35089 , 6233
885518971528720385 , 19946 , 3640
885311592912609280 , 0 , 17987
885167619883638784 , 21382 , 4256
884925521741709313 , 75490 , 17710
884876753390489601 , 27233 , 5450
884562892145688576 , 23695 , 4548
884441805382717440 , 26360 , 5493
884247878851493888 , 71190 , 19906
884162670584377345 , 19866 , 2891
883838122936631299 , 21367 , 3344
883482846933004288 , 44795 , 9636
883360690899218434 , 22146 , 3596
883117836046086144 , 36275 , 6472
882992080364220416 , 23371 , 3808
882762694511734784 , 27621 , 4760
882627270321602560 , 27278 , 5912
882268110199369728 , 43855 , 11255
882045870035918850 , 28633 , 4812
881906580714921986 , 23744 , 3300
881666595344535552 , 49384 , 10369
881633300179243008 , 124 , 7
881536004380872706 , 48239 , 15504
881268444196462592 , 22558 , 5034
880935762899988482 , 16639 , 2706
880872448815771648 , 20757 , 3720
880465832366813184 , 27852 , 6102
880221127280381952 , 26370 , 4097
880095782870896641 , 26961 , 4217
879862464715927552 , 21814 , 3399
879674319642796034 , 300 , 10
879492040517615616 , 22879 , 3093
879415818425184262 , 103319 , 43094
879376492567855104 , 16406 , 3025
879130579576475649 , 0 , 6628
879050749262655488 , 22022 , 4580
879008229531029506 , 18544 , 2620
878776093423087618 , 18964 , 4015
878604707211726852 , 29545 , 7006
878404777348136964 , 0 , 1252
878316110768087041 , 0 , 6472
878281511006478336 , 7559 , 1252
878057613040115712 , 41052 , 6628
877736472329191424 , 77894 , 18590
877611172832227328 , 0 , 78
877556246731214848 , 22208 , 3701
877316821321428993 , 26759 , 5052
877201837425926144 , 26503 , 5435
876838120628539392 , 20219 , 3253
876537666061221889 , 23016 , 4523
876484053909872640 , 18344 , 2332
876120275196170240 , 27314 , 4565
875747767867523072 , 24639 , 4184
875144289856114688 , 21452 , 4818
875097192612077568 , 26816 , 5911
875021211251597312 , 24922 , 4609
874680097055178752 , 27225 , 4535
874434818259525634 , 0 , 14373
874296783580663808 , 25505 , 4015
874057562936811520 , 22218 , 3865
874012996292530176 , 33796 , 10176
873580283840344065 , 23709 , 3850
873337748698140672 , 0 , 1551
873213775632977920 , 7084 , 1551
872967104147763200 , 26775 , 5307
872820683541237760 , 14440 , 3624
872620804844003328 , 20379 , 3624
872486979161796608 , 39909 , 8854
872122724285648897 , 33748 , 7981
871879754684805121 , 37214 , 10955
871762521631449091 , 19895 , 3418
871515927908634625 , 19845 , 3401
871166179821445120 , 0 , 5601
871102520638267392 , 20578 , 5423
871032628920680449 , 22303 , 3761
870804317367881728 , 33076 , 6112
870726314365509632 , 117 , 3
870656317836468226 , 12207 , 2603
870374049280663552 , 81436 , 25884
870308999962521604 , 21512 , 4102
870063196459192321 , 36088 , 8236
869772420881756160 , 41810 , 9918
869702957897576449 , 27830 , 6274
869596645499047938 , 15764 , 3106
869227993411051520 , 20191 , 3755
868880397819494401 , 64737 , 14330
868639477480148993 , 0 , 2076
868622495443632128 , 26400 , 5254
868552278524837888 , 9999 , 2076
867900495410671616 , 23914 , 4148
867774946302451713 , 33591 , 7289
867421006826221569 , 15939 , 2484
867072653475098625 , 0 , 120
867051520902168576 , 31923 , 7817
866720684873056260 , 19881 , 4784
866686824827068416 , 19105 , 3460
866450705531457537 , 121129 , 35147
866334964761202691 , 52068 , 14373
866094527597207552 , 0 , 8335
865718153858494464 , 25430 , 5599
865359393868664832 , 26260 , 4987
865006731092295680 , 27807 , 7670
864873206498414592 , 32065 , 8695
864279568663928832 , 14545 , 3022
864197398364647424 , 29963 , 8919
863907417377173506 , 20498 , 4133
863553081350529029 , 15224 , 4179
863471782782697472 , 0 , 2445
863432100342583297 , 23703 , 5242
863427515083354112 , 2242 , 97
863079547188785154 , 8730 , 1106
863062471531167744 , 8487 , 2445
862831371563274240 , 19094 , 5110
862722525377298433 , 17000 , 3534
862457590147678208 , 20445 , 4975
862096992088072192 , 74273 , 23366
861383897657036800 , 36036 , 10751
861288531465048066 , 17155 , 4177
861005113778896900 , 16682 , 3820
860981674716409858 , 0 , 2173
860924035999428608 , 0 , 825
860563773140209665 , 7509 , 2173
860524505164394496 , 23610 , 5323
860276583193509888 , 18295 , 3500
860184849394610176 , 16681 , 5901
860177593139703809 , 0 , 31131
859924526012018688 , 19558 , 4114
859851578198683649 , 15421 , 3541
859607811541651456 , 18613 , 1587
859196978902773760 , 90084 , 30493
859074603037188101 , 33945 , 13760
858860390427611136 , 0 , 8239
858843525470990336 , 15586 , 3522
858471635011153920 , 21570 , 4899
858107933456039936 , 15777 , 2938
857989990357356544 , 16198 , 2618
857746408056729600 , 34415 , 10796
857393404942143489 , 5934 , 1667
857263160327368704 , 20116 , 4584
857214891891077121 , 228 , 18
